,Entrez Gene Interactor A,Entrez Gene Interactor B,Official Symbol Interactor A,Official Symbol Interactor B
0,6158,6202,RPL28,RPS8
0,6158,6181,RPL28,RPLP2
0,6158,6228,RPL28,RPS23
0,6158,6128,RPL28,RPL6
0,6158,6147,RPL28,RPL23A
0,6158,6949,RPL28,TCOF1
0,6158,4691,RPL28,NCL
0,6158,6155,RPL28,RPL27
0,6158,7277,RPL28,TUBA4A
0,6158,6223,RPL28,RPS19
0,6158,6130,RPL28,RPL7A
0,6158,6125,RPL28,RPL5
0,6158,6188,RPL28,RPS3
0,6158,6235,RPL28,RPS29
0,6158,341640,RPL28,FREM2
0,6158,6169,RPL28,RPL38
0,6164,6202,RPL34,RPS8
0,6164,6158,RPL34,RPL28
0,6164,6222,RPL34,RPS18
0,6164,6188,RPL34,RPS3
0,6164,23521,RPL34,RPL13A
0,6164,6138,RPL34,RPL15
0,6164,6230,RPL34,RPS25
0,6164,6152,RPL34,RPL24
0,6164,6130,RPL34,RPL7A
0,6164,351,RPL34,APP
0,6164,9349,RPL34,RPL23
0,6164,6176,RPL34,RPLP1
0,6164,6189,RPL34,RPS3A
0,6164,6205,RPL34,RPS11
0,6164,6125,RPL34,RPL5
0,6164,6136,RPL34,RPL12
0,6164,6157,RPL34,RPL27A
0,6164,6231,RPL34,RPS26
0,6164,4736,RPL34,RPL10A
0,6164,6147,RPL34,RPL23A
0,6164,6228,RPL34,RPS23
0,6164,6194,RPL34,RPS6
0,6164,6124,RPL34,RPL4
0,6164,6133,RPL34,RPL9
0,6164,6155,RPL34,RPL27
0,6164,6232,RPL34,RPS27
0,6164,6129,RPL34,RPL7
0,6164,3692,RPL34,EIF6
0,6169,6176,RPL38,RPLP1
0,6169,6138,RPL38,RPL15
0,6169,6194,RPL38,RPS6
0,6169,6124,RPL38,RPL4
0,6169,6154,RPL38,RPL26
0,6169,6130,RPL38,RPL7A
0,6169,6155,RPL38,RPL27
0,6169,6134,RPL38,RPL10
0,6169,6232,RPL38,RPS27
0,6169,6164,RPL38,RPL34
0,6169,6157,RPL38,RPL27A
0,6169,23521,RPL38,RPL13A
0,6169,6181,RPL38,RPLP2
0,6169,6206,RPL38,RPS12
0,6169,6137,RPL38,RPL13
0,6169,6147,RPL38,RPL23A
0,6169,6207,RPL38,RPS13
0,6169,6122,RPL38,RPL3
0,6169,6146,RPL38,RPL22
0,6169,6125,RPL38,RPL5
0,6169,4836,RPL38,NMT1
0,6169,6223,RPL38,RPS19
0,6169,6231,RPL38,RPS26
0,6169,6230,RPL38,RPS25
0,6169,6222,RPL38,RPS18
0,6169,6191,RPL38,RPS4X
0,6169,6210,RPL38,RPS15A
0,6169,6228,RPL38,RPS23
0,6169,4736,RPL38,RPL10A
0,6169,6129,RPL38,RPL7
0,6170,3181,RPL39,HNRNPA2B1
0,6170,6191,RPL39,RPS4X
0,6170,6222,RPL39,RPS18
0,6170,6189,RPL39,RPS3A
0,6176,6188,RPLP1,RPS3
0,6176,6181,RPLP1,RPLP2
0,6176,6194,RPLP1,RPS6
0,6176,4736,RPLP1,RPL10A
0,6176,6189,RPLP1,RPS3A
0,6176,6229,RPLP1,RPS24
0,6176,6204,RPLP1,RPS10
0,6176,6205,RPLP1,RPS11
0,6176,6176,RPLP1,RPLP1
0,6176,6136,RPLP1,RPL12
0,6176,6124,RPLP1,RPL4
0,6176,1915,RPLP1,EEF1A1
0,6176,6210,RPLP1,RPS15A
0,6176,6230,RPLP1,RPS25
0,6176,6157,RPLP1,RPL27A
0,6176,6218,RPLP1,RPS17
0,6176,6202,RPLP1,RPS8
0,6176,6223,RPLP1,RPS19
0,6176,6222,RPLP1,RPS18
0,6176,6228,RPLP1,RPS23
0,6176,6231,RPLP1,RPS26
0,6176,6193,RPLP1,RPS5
0,6176,6130,RPLP1,RPL7A
0,6176,6191,RPLP1,RPS4X
0,6176,6207,RPLP1,RPS13
0,6181,51065,RPLP2,RPS27L
0,6181,6231,RPLP2,RPS26
0,6181,6189,RPLP2,RPS3A
0,6181,6228,RPLP2,RPS23
0,6181,6136,RPLP2,RPL12
0,6181,6207,RPLP2,RPS13
0,6181,6157,RPLP2,RPL27A
0,6181,6133,RPLP2,RPL9
0,6181,4736,RPLP2,RPL10A
0,6181,6202,RPLP2,RPS8
0,6181,6193,RPLP2,RPS5
0,6181,6205,RPLP2,RPS11
0,6181,6229,RPLP2,RPS24
0,6181,6134,RPLP2,RPL10
0,6181,6210,RPLP2,RPS15A
0,6181,6129,RPLP2,RPL7
0,6181,9349,RPLP2,RPL23
0,6181,6230,RPLP2,RPS25
0,6181,6218,RPLP2,RPS17
0,6181,6138,RPLP2,RPL15
0,6181,6194,RPLP2,RPS6
0,6181,6222,RPLP2,RPS18
0,6181,6191,RPLP2,RPS4X
0,6181,6181,RPLP2,RPLP2
0,6181,6223,RPLP2,RPS19
0,6181,6135,RPLP2,RPL11
0,6181,3192,RPLP2,HNRNPU
0,6181,6188,RPLP2,RPS3
0,6181,6176,RPLP2,RPLP1
0,6181,6224,RPLP2,RPS20
0,6181,6147,RPLP2,RPL23A
0,6181,6125,RPLP2,RPL5
0,6184,7417,RPN1,VDAC2
0,6184,7316,RPN1,UBC
0,6184,7284,RPN1,TUFM
0,6184,821,RPN1,CANX
0,6184,3309,RPN1,HSPA5
0,6184,509,RPN1,ATP5C1
0,6188,6231,RPS3,RPS26
0,6188,6147,RPS3,RPL23A
0,6188,6154,RPS3,RPL26
0,6188,6228,RPS3,RPS23
0,6188,6232,RPS3,RPS27
0,6188,6157,RPS3,RPL27A
0,6188,6205,RPS3,RPS11
0,6188,3320,RPS3,HSP90AA1
0,6188,6204,RPS3,RPS10
0,6188,6136,RPS3,RPL12
0,6188,6223,RPS3,RPS19
0,6188,6155,RPS3,RPL27
0,6188,6129,RPS3,RPL7
0,6188,6137,RPS3,RPL13
0,6188,6202,RPS3,RPS8
0,6188,23521,RPS3,RPL13A
0,6188,6130,RPS3,RPL7A
0,6188,6139,RPS3,RPL17
0,6188,4792,RPS3,NFKBIA
0,6188,6191,RPS3,RPS4X
0,6188,6181,RPS3,RPLP2
0,6188,6138,RPS3,RPL15
0,6188,7168,RPS3,TPM1
0,6188,6224,RPS3,RPS20
0,6188,6124,RPS3,RPL4
0,6188,6194,RPS3,RPS6
0,6188,6229,RPS3,RPS24
0,6188,6230,RPS3,RPS25
0,6188,6189,RPS3,RPS3A
0,6188,7186,RPS3,TRAF2
0,6188,6235,RPS3,RPS29
0,6188,6206,RPS3,RPS12
0,6188,4736,RPS3,RPL10A
0,6188,6169,RPS3,RPL38
0,6188,6222,RPS3,RPS18
0,6188,6193,RPS3,RPS5
0,6188,6133,RPS3,RPL9
0,6188,6210,RPS3,RPS15A
0,6189,6218,RPS3A,RPS17
0,6189,3192,RPS3A,HNRNPU
0,6189,3320,RPS3A,HSP90AA1
0,6189,6206,RPS3A,RPS12
0,6189,6230,RPS3A,RPS25
0,6189,6139,RPS3A,RPL17
0,6189,6202,RPS3A,RPS8
0,6189,6204,RPS3A,RPS10
0,6189,6136,RPS3A,RPL12
0,6189,6222,RPS3A,RPS18
0,6189,6223,RPS3A,RPS19
0,6189,6134,RPS3A,RPL10
0,6189,6188,RPS3A,RPS3
0,6189,6157,RPS3A,RPL27A
0,6189,6231,RPS3A,RPS26
0,6189,6232,RPS3A,RPS27
0,6189,6169,RPS3A,RPL38
0,6189,6193,RPS3A,RPS5
0,6189,6194,RPS3A,RPS6
0,6189,6128,RPS3A,RPL6
0,6189,6210,RPS3A,RPS15A
0,6189,10399,RPS3A,GNB2L1
0,6189,6155,RPS3A,RPL27
0,6189,6191,RPS3A,RPS4X
0,6189,6229,RPS3A,RPS24
0,6189,1915,RPS3A,EEF1A1
0,6189,6228,RPS3A,RPS23
0,6189,4736,RPS3A,RPL10A
0,6189,6133,RPS3A,RPL9
0,6189,6207,RPS3A,RPS13
0,6189,6137,RPS3A,RPL13
0,6189,6158,RPS3A,RPL28
0,6189,23521,RPS3A,RPL13A
0,6189,6181,RPS3A,RPLP2
0,6189,6138,RPS3A,RPL15
0,6191,6235,RPS4X,RPS29
0,6191,6232,RPS4X,RPS27
0,6191,6229,RPS4X,RPS24
0,6191,6193,RPS4X,RPS5
0,6191,6230,RPS4X,RPS25
0,6191,3692,RPS4X,EIF6
0,6191,6224,RPS4X,RPS20
0,6191,6223,RPS4X,RPS19
0,6191,6202,RPS4X,RPS8
0,6191,6727,RPS4X,SRP14
0,6191,6222,RPS4X,RPS18
0,6191,6206,RPS4X,RPS12
0,6191,4736,RPS4X,RPL10A
0,6191,6188,RPS4X,RPS3
0,6191,6205,RPS4X,RPS11
0,6191,6218,RPS4X,RPS17
0,6191,6155,RPS4X,RPL27
0,6191,6194,RPS4X,RPS6
0,6191,6207,RPS4X,RPS13
0,6191,6139,RPS4X,RPL17
0,6191,6231,RPS4X,RPS26
0,6191,6210,RPS4X,RPS15A
0,6191,6204,RPS4X,RPS10
0,6193,6204,RPS5,RPS10
0,6193,6222,RPS5,RPS18
0,6193,6576,RPS5,SLC25A1
0,6193,23521,RPS5,RPL13A
0,6193,6224,RPS5,RPS20
0,6193,6136,RPS5,RPL12
0,6193,6191,RPS5,RPS4X
0,6193,821,RPS5,CANX
0,6193,6152,RPS5,RPL24
0,6193,6231,RPS5,RPS26
0,6193,6202,RPS5,RPS8
0,6193,6230,RPS5,RPS25
0,6193,6207,RPS5,RPS13
0,6193,6176,RPS5,RPLP1
0,6193,3190,RPS5,HNRNPK
0,6193,6228,RPS5,RPS23
0,6193,6130,RPS5,RPL7A
0,6193,6235,RPS5,RPS29
0,6193,6155,RPS5,RPL27
0,6193,6206,RPS5,RPS12
0,6193,6229,RPS5,RPS24
0,6193,6210,RPS5,RPS15A
0,6193,10399,RPS5,GNB2L1
0,6193,6232,RPS5,RPS27
0,6193,6135,RPS5,RPL11
0,6193,29927,RPS5,SEC61A1
0,6193,7284,RPS5,TUFM
0,6193,1915,RPS5,EEF1A1
0,6193,6169,RPS5,RPL38
0,6193,6146,RPS5,RPL22
0,6193,4736,RPS5,RPL10A
0,6193,6133,RPS5,RPL9
0,6193,6147,RPS5,RPL23A
0,6193,6157,RPS5,RPL27A
0,6193,6223,RPS5,RPS19
0,6193,6194,RPS5,RPS6
0,6194,6134,RPS6,RPL10
0,6194,6228,RPS6,RPS23
0,6194,6130,RPS6,RPL7A
0,6194,6188,RPS6,RPS3
0,6194,6136,RPS6,RPL12
0,6194,6157,RPS6,RPL27A
0,6194,6204,RPS6,RPS10
0,6194,6138,RPS6,RPL15
0,6194,6181,RPS6,RPLP2
0,6194,4736,RPS6,RPL10A
0,6194,6176,RPS6,RPLP1
0,6194,9908,RPS6,G3BP2
0,6194,6205,RPS6,RPS11
0,6194,9669,RPS6,EIF5B
0,6194,6133,RPS6,RPL9
0,6194,3192,RPS6,HNRNPU
0,6194,6124,RPS6,RPL4
0,6194,6202,RPS6,RPS8
0,6202,6231,RPS8,RPS26
0,6202,6137,RPS8,RPL13
0,6202,6169,RPS8,RPL38
0,6202,6176,RPS8,RPLP1
0,6202,6136,RPS8,RPL12
0,6202,6223,RPS8,RPS19
0,6202,6230,RPS8,RPS25
0,6202,6154,RPS8,RPL26
0,6202,6228,RPS8,RPS23
0,6202,6232,RPS8,RPS27
0,6202,6129,RPS8,RPL7
0,6202,6139,RPS8,RPL17
0,6202,6189,RPS8,RPS3A
0,6202,6207,RPS8,RPS13
0,6202,6125,RPS8,RPL5
0,6202,6157,RPS8,RPL27A
0,6202,6222,RPS8,RPS18
0,6202,23521,RPS8,RPL13A
0,6202,6194,RPS8,RPS6
0,6202,6138,RPS8,RPL15
0,6202,6147,RPS8,RPL23A
0,6202,1915,RPS8,EEF1A1
0,6202,6193,RPS8,RPS5
0,6202,6128,RPS8,RPL6
0,6202,6130,RPS8,RPL7A
0,6202,6133,RPS8,RPL9
0,6202,6188,RPS8,RPS3
0,6204,23521,RPS10,RPL13A
0,6204,6229,RPS10,RPS24
0,6204,6157,RPS10,RPL27A
0,6204,6133,RPS10,RPL9
0,6204,6235,RPS10,RPS29
0,6204,6176,RPS10,RPLP1
0,6204,6210,RPS10,RPS15A
0,6204,6231,RPS10,RPS26
0,6204,6224,RPS10,RPS20
0,6204,6138,RPS10,RPL15
0,6204,6222,RPS10,RPS18
0,6204,6232,RPS10,RPS27
0,6204,6194,RPS10,RPS6
0,6204,6230,RPS10,RPS25
0,6204,6205,RPS10,RPS11
0,6204,4736,RPS10,RPL10A
0,6204,6135,RPS10,RPL11
0,6204,9349,RPS10,RPL23
0,6204,6202,RPS10,RPS8
0,6204,6134,RPS10,RPL10
0,6204,6218,RPS10,RPS17
0,6204,6129,RPS10,RPL7
0,6204,351,RPS10,APP
0,6204,6169,RPS10,RPL38
0,6204,6124,RPS10,RPL4
0,6204,6155,RPS10,RPL27
0,6204,6130,RPS10,RPL7A
0,6204,26135,RPS10,SERBP1
0,6204,6223,RPS10,RPS19
0,6204,6136,RPS10,RPL12
0,6204,6189,RPS10,RPS3A
0,6204,6206,RPS10,RPS12
0,6204,6188,RPS10,RPS3
0,6204,6228,RPS10,RPS23
0,6204,6122,RPS10,RPL3
0,6204,6207,RPS10,RPS13
0,6204,6137,RPS10,RPL13
0,6204,6181,RPS10,RPLP2
0,6204,6191,RPS10,RPS4X
0,6205,6228,RPS11,RPS23
0,6205,351,RPS11,APP
0,6205,6158,RPS11,RPL28
0,6205,6157,RPS11,RPL27A
0,6205,6223,RPS11,RPS19
0,6205,6202,RPS11,RPS8
0,6205,6210,RPS11,RPS15A
0,6205,6137,RPS11,RPL13
0,6205,6181,RPS11,RPLP2
0,6205,6138,RPS11,RPL15
0,6205,6231,RPS11,RPS26
0,6205,6130,RPS11,RPL7A
0,6205,6218,RPS11,RPS17
0,6205,6147,RPS11,RPL23A
0,6205,6129,RPS11,RPL7
0,6205,6191,RPS11,RPS4X
0,6205,6136,RPS11,RPL12
0,6205,51065,RPS11,RPS27L
0,6205,6135,RPS11,RPL11
0,6205,6134,RPS11,RPL10
0,6205,6193,RPS11,RPS5
0,6205,6169,RPS11,RPL38
0,6205,1915,RPS11,EEF1A1
0,6205,6194,RPS11,RPS6
0,6205,4736,RPS11,RPL10A
0,6205,6189,RPS11,RPS3A
0,6205,6139,RPS11,RPL17
0,6205,6133,RPS11,RPL9
0,6205,6232,RPS11,RPS27
0,6205,6188,RPS11,RPS3
0,6205,6125,RPS11,RPL5
0,6205,6206,RPS11,RPS12
0,6205,6128,RPS11,RPL6
0,6205,6207,RPS11,RPS13
0,6205,23521,RPS11,RPL13A
0,6205,6229,RPS11,RPS24
0,6206,9349,RPS12,RPL23
0,6206,6133,RPS12,RPL9
0,6206,6135,RPS12,RPL11
0,6206,6207,RPS12,RPS13
0,6206,51065,RPS12,RPS27L
0,6206,6169,RPS12,RPL38
0,6206,6137,RPS12,RPL13
0,6206,6124,RPS12,RPL4
0,6206,6155,RPS12,RPL27
0,6206,23521,RPS12,RPL13A
0,6206,6188,RPS12,RPS3
0,6206,6157,RPS12,RPL27A
0,6206,6191,RPS12,RPS4X
0,6206,6231,RPS12,RPS26
0,6206,6204,RPS12,RPS10
0,6206,6130,RPS12,RPL7A
0,6206,6232,RPS12,RPS27
0,6206,6193,RPS12,RPS5
0,6206,6230,RPS12,RPS25
0,6206,10048,RPS12,RANBP9
0,6206,6125,RPS12,RPL5
0,6206,6134,RPS12,RPL10
0,6206,6229,RPS12,RPS24
0,6206,6194,RPS12,RPS6
0,6206,6129,RPS12,RPL7
0,6206,4736,RPS12,RPL10A
0,6206,6136,RPS12,RPL12
0,6206,6228,RPS12,RPS23
0,6206,6189,RPS12,RPS3A
0,6206,351,RPS12,APP
0,6206,6205,RPS12,RPS11
0,6206,6223,RPS12,RPS19
0,6206,6138,RPS12,RPL15
0,6206,6146,RPS12,RPL22
0,6206,6210,RPS12,RPS15A
0,6206,6152,RPS12,RPL24
0,6206,6202,RPS12,RPS8
0,6206,6222,RPS12,RPS18
0,6207,6139,RPS13,RPL17
0,6207,6130,RPS13,RPL7A
0,6207,6134,RPS13,RPL10
0,6207,6138,RPS13,RPL15
0,6207,6189,RPS13,RPS3A
0,6207,10048,RPS13,RANBP9
0,6207,6229,RPS13,RPS24
0,6207,6235,RPS13,RPS29
0,6207,6157,RPS13,RPL27A
0,6207,6210,RPS13,RPS15A
0,6207,6202,RPS13,RPS8
0,6207,51065,RPS13,RPS27L
0,6207,6133,RPS13,RPL9
0,6207,6155,RPS13,RPL27
0,6207,6188,RPS13,RPS3
0,6207,4736,RPS13,RPL10A
0,6207,6222,RPS13,RPS18
0,6207,6164,RPS13,RPL34
0,6207,6224,RPS13,RPS20
0,6207,6228,RPS13,RPS23
0,6207,6231,RPS13,RPS26
0,6207,6176,RPS13,RPLP1
0,6207,6128,RPS13,RPL6
0,6207,6218,RPS13,RPS17
0,6207,23521,RPS13,RPL13A
0,6207,6147,RPS13,RPL23A
0,6207,6136,RPS13,RPL12
0,6207,6205,RPS13,RPS11
0,6207,6137,RPS13,RPL13
0,6207,23524,RPS13,SRRM2
0,6207,6204,RPS13,RPS10
0,6207,6125,RPS13,RPL5
0,6207,6124,RPS13,RPL4
0,6207,6230,RPS13,RPS25
0,6207,6194,RPS13,RPS6
0,6207,6152,RPS13,RPL24
0,6207,6193,RPS13,RPS5
0,6207,6232,RPS13,RPS27
0,6207,6154,RPS13,RPL26
0,6207,5705,RPS13,PSMC5
0,6207,6146,RPS13,RPL22
0,6207,6206,RPS13,RPS12
0,6207,6223,RPS13,RPS19
0,6207,6169,RPS13,RPL38
0,6207,6129,RPS13,RPL7
0,6207,6135,RPS13,RPL11
0,6207,1915,RPS13,EEF1A1
0,6207,6191,RPS13,RPS4X
0,6207,6181,RPS13,RPLP2
0,6210,23521,RPS15A,RPL13A
0,6210,6193,RPS15A,RPS5
0,6210,6138,RPS15A,RPL15
0,6210,6202,RPS15A,RPS8
0,6210,10383,RPS15A,TUBB4B
0,6210,6139,RPS15A,RPL17
0,6210,3692,RPS15A,EIF6
0,6210,6191,RPS15A,RPS4X
0,6210,6169,RPS15A,RPL38
0,6210,203068,RPS15A,TUBB
0,6210,6224,RPS15A,RPS20
0,6210,6128,RPS15A,RPL6
0,6210,6164,RPS15A,RPL34
0,6210,6157,RPS15A,RPL27A
0,6210,6136,RPS15A,RPL12
0,6210,6229,RPS15A,RPS24
0,6210,6130,RPS15A,RPL7A
0,6210,6188,RPS15A,RPS3
0,6210,6223,RPS15A,RPS19
0,6210,4736,RPS15A,RPL10A
0,6210,6134,RPS15A,RPL10
0,6210,6218,RPS15A,RPS17
0,6210,6158,RPS15A,RPL28
0,6210,6133,RPS15A,RPL9
0,6210,6176,RPS15A,RPLP1
0,6210,6147,RPS15A,RPL23A
0,6210,6129,RPS15A,RPL7
0,6210,6231,RPS15A,RPS26
0,6210,6135,RPS15A,RPL11
0,6210,6222,RPS15A,RPS18
0,6210,6189,RPS15A,RPS3A
0,6210,6207,RPS15A,RPS13
0,6210,6194,RPS15A,RPS6
0,6210,6228,RPS15A,RPS23
0,6210,6205,RPS15A,RPS11
0,6218,6147,RPS17,RPL23A
0,6218,6202,RPS17,RPS8
0,6218,6205,RPS17,RPS11
0,6218,6188,RPS17,RPS3
0,6218,6191,RPS17,RPS4X
0,6218,6189,RPS17,RPS3A
0,6218,6235,RPS17,RPS29
0,6218,6229,RPS17,RPS24
0,6218,6231,RPS17,RPS26
0,6218,6230,RPS17,RPS25
0,6218,6228,RPS17,RPS23
0,6218,6124,RPS17,RPL4
0,6218,6194,RPS17,RPS6
0,6222,6202,RPS18,RPS8
0,6222,6231,RPS18,RPS26
0,6222,4736,RPS18,RPL10A
0,6222,6122,RPS18,RPL3
0,6222,6207,RPS18,RPS13
0,6222,6210,RPS18,RPS15A
0,6222,6232,RPS18,RPS27
0,6222,6188,RPS18,RPS3
0,6222,6206,RPS18,RPS12
0,6222,6193,RPS18,RPS5
0,6222,6191,RPS18,RPS4X
0,6222,6189,RPS18,RPS3A
0,6222,6204,RPS18,RPS10
0,6222,6154,RPS18,RPL26
0,6222,6205,RPS18,RPS11
0,6222,6194,RPS18,RPS6
0,6222,351,RPS18,APP
0,6222,6230,RPS18,RPS25
0,6223,6194,RPS19,RPS6
0,6223,6229,RPS19,RPS24
0,6223,26135,RPS19,SERBP1
0,6223,6125,RPS19,RPL5
0,6223,6206,RPS19,RPS12
0,6223,6136,RPS19,RPL12
0,6223,6193,RPS19,RPS5
0,6223,6204,RPS19,RPS10
0,6223,6230,RPS19,RPS25
0,6223,6155,RPS19,RPL27
0,6223,6207,RPS19,RPS13
0,6223,6210,RPS19,RPS15A
0,6223,6188,RPS19,RPS3
0,6223,6157,RPS19,RPL27A
0,6223,6134,RPS19,RPL10
0,6223,6205,RPS19,RPS11
0,6223,23521,RPS19,RPL13A
0,6223,4736,RPS19,RPL10A
0,6223,6228,RPS19,RPS23
0,6223,351,RPS19,APP
0,6223,6146,RPS19,RPL22
0,6223,6137,RPS19,RPL13
0,6223,6189,RPS19,RPS3A
0,6223,6191,RPS19,RPS4X
0,6223,6129,RPS19,RPL7
0,6223,6169,RPS19,RPL38
0,6223,6231,RPS19,RPS26
0,6223,6130,RPS19,RPL7A
0,6223,9349,RPS19,RPL23
0,6223,6218,RPS19,RPS17
0,6223,6202,RPS19,RPS8
0,6223,6224,RPS19,RPS20
0,6223,6222,RPS19,RPS18
0,6224,9349,RPS20,RPL23
0,6224,6218,RPS20,RPS17
0,6224,6138,RPS20,RPL15
0,6224,6146,RPS20,RPL22
0,6224,6223,RPS20,RPS19
0,6224,6193,RPS20,RPS5
0,6224,6152,RPS20,RPL24
0,6224,6155,RPS20,RPL27
0,6224,6135,RPS20,RPL11
0,6224,6210,RPS20,RPS15A
0,6224,6207,RPS20,RPS13
0,6224,6169,RPS20,RPL38
0,6224,7284,RPS20,TUFM
0,6224,6147,RPS20,RPL23A
0,6224,6134,RPS20,RPL10
0,6224,6130,RPS20,RPL7A
0,6224,6137,RPS20,RPL13
0,6224,6231,RPS20,RPS26
0,6224,6157,RPS20,RPL27A
0,6224,6176,RPS20,RPLP1
0,6224,4736,RPS20,RPL10A
0,6224,6194,RPS20,RPS6
0,6224,6133,RPS20,RPL9
0,6224,351,RPS20,APP
0,6224,6189,RPS20,RPS3A
0,6224,26135,RPS20,SERBP1
0,6224,6139,RPS20,RPL17
0,6224,6232,RPS20,RPS27
0,6224,6228,RPS20,RPS23
0,6224,6206,RPS20,RPS12
0,6224,6191,RPS20,RPS4X
0,6224,51065,RPS20,RPS27L
0,6224,6181,RPS20,RPLP2
0,6224,6222,RPS20,RPS18
0,6224,6125,RPS20,RPL5
0,6224,6124,RPS20,RPL4
0,6224,6164,RPS20,RPL34
0,6224,6128,RPS20,RPL6
0,6224,23521,RPS20,RPL13A
0,6224,6230,RPS20,RPS25
0,6224,6188,RPS20,RPS3
0,6224,6204,RPS20,RPS10
0,6224,6205,RPS20,RPS11
0,6224,6202,RPS20,RPS8
0,6228,6176,RPS23,RPLP1
0,6228,6130,RPS23,RPL7A
0,6228,6189,RPS23,RPS3A
0,6228,6193,RPS23,RPS5
0,6228,6205,RPS23,RPS11
0,6228,6222,RPS23,RPS18
0,6228,6136,RPS23,RPL12
0,6228,6188,RPS23,RPS3
0,6228,4736,RPS23,RPL10A
0,6228,6235,RPS23,RPS29
0,6228,6194,RPS23,RPS6
0,6228,6139,RPS23,RPL17
0,6228,6157,RPS23,RPL27A
0,6228,6230,RPS23,RPS25
0,6228,6202,RPS23,RPS8
0,6228,6147,RPS23,RPL23A
0,6228,6207,RPS23,RPS13
0,6228,51065,RPS23,RPS27L
0,6228,6138,RPS23,RPL15
0,6228,6210,RPS23,RPS15A
0,6228,6229,RPS23,RPS24
0,6228,23521,RPS23,RPL13A
0,6228,6231,RPS23,RPS26
0,6228,6206,RPS23,RPS12
0,6228,6218,RPS23,RPS17
0,6228,6158,RPS23,RPL28
0,6228,6191,RPS23,RPS4X
0,6228,6125,RPS23,RPL5
0,6228,6133,RPS23,RPL9
0,6228,6232,RPS23,RPS27
0,6228,6223,RPS23,RPS19
0,6228,26135,RPS23,SERBP1
0,6228,6129,RPS23,RPL7
0,6229,6202,RPS24,RPS8
0,6229,6191,RPS24,RPS4X
0,6229,6206,RPS24,RPS12
0,6229,6210,RPS24,RPS15A
0,6229,6231,RPS24,RPS26
0,6229,6222,RPS24,RPS18
0,6229,6193,RPS24,RPS5
0,6229,6188,RPS24,RPS3
0,6229,6194,RPS24,RPS6
0,6229,51065,RPS24,RPS27L
0,6229,6189,RPS24,RPS3A
0,6229,6230,RPS24,RPS25
0,6229,6232,RPS24,RPS27
0,6229,6224,RPS24,RPS20
0,6229,6207,RPS24,RPS13
0,6230,6155,RPS25,RPL27
0,6230,6229,RPS25,RPS24
0,6230,6218,RPS25,RPS17
0,6230,26135,RPS25,SERBP1
0,6230,6204,RPS25,RPS10
0,6230,351,RPS25,APP
0,6230,23521,RPS25,RPL13A
0,6230,6191,RPS25,RPS4X
0,6230,6158,RPS25,RPL28
0,6230,6137,RPS25,RPL13
0,6230,6136,RPS25,RPL12
0,6230,6138,RPS25,RPL15
0,6230,6206,RPS25,RPS12
0,6230,6228,RPS25,RPS23
0,6230,6210,RPS25,RPS15A
0,6230,6169,RPS25,RPL38
0,6230,6130,RPS25,RPL7A
0,6230,6181,RPS25,RPLP2
0,6230,6222,RPS25,RPS18
0,6230,6157,RPS25,RPL27A
0,6230,6194,RPS25,RPS6
0,6230,6224,RPS25,RPS20
0,6230,6205,RPS25,RPS11
0,6230,6231,RPS25,RPS26
0,6230,6189,RPS25,RPS3A
0,6230,6188,RPS25,RPS3
0,6230,6207,RPS25,RPS13
0,6230,4736,RPS25,RPL10A
0,6230,3192,RPS25,HNRNPU
0,6230,6133,RPS25,RPL9
0,6230,51065,RPS25,RPS27L
0,6230,6202,RPS25,RPS8
0,6230,6134,RPS25,RPL10
0,6231,4736,RPS26,RPL10A
0,6231,6218,RPS26,RPS17
0,6231,351,RPS26,APP
0,6231,6147,RPS26,RPL23A
0,6231,6202,RPS26,RPS8
0,6231,6191,RPS26,RPS4X
0,6231,6194,RPS26,RPS6
0,6231,6224,RPS26,RPS20
0,6231,6206,RPS26,RPS12
0,6231,6223,RPS26,RPS19
0,6231,6129,RPS26,RPL7
0,6231,6204,RPS26,RPS10
0,6231,6138,RPS26,RPL15
0,6231,6193,RPS26,RPS5
0,6231,6130,RPS26,RPL7A
0,6231,6125,RPS26,RPL5
0,6231,6229,RPS26,RPS24
0,6231,6228,RPS26,RPS23
0,6231,6189,RPS26,RPS3A
0,6231,6230,RPS26,RPS25
0,6231,6133,RPS26,RPL9
0,6231,6136,RPS26,RPL12
0,6231,6188,RPS26,RPS3
0,6231,6576,RPS26,SLC25A1
0,6232,6181,RPS27,RPLP2
0,6232,6133,RPS27,RPL9
0,6232,57142,RPS27,RTN4
0,6232,6136,RPS27,RPL12
0,6232,6222,RPS27,RPS18
0,6232,6128,RPS27,RPL6
0,6232,7277,RPS27,TUBA4A
0,6232,6231,RPS27,RPS26
0,6232,6210,RPS27,RPS15A
0,6232,6230,RPS27,RPS25
0,6232,3192,RPS27,HNRNPU
0,6232,2521,RPS27,FUS
0,6232,6194,RPS27,RPS6
0,6232,1915,RPS27,EEF1A1
0,6232,6157,RPS27,RPL27A
0,6232,6224,RPS27,RPS20
0,6232,4736,RPS27,RPL10A
0,6232,6207,RPS27,RPS13
0,6232,6202,RPS27,RPS8
0,6232,6155,RPS27,RPL27
0,6232,10048,RPS27,RANBP9
0,6232,60,RPS27,ACTB
0,6232,6188,RPS27,RPS3
0,6232,6130,RPS27,RPL7A
0,6232,6191,RPS27,RPS4X
0,6232,6223,RPS27,RPS19
